#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-03T22:07:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fc9612912c2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=10	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/A+A/611/A1/spectrum
#-nav=cat:J/A+A/611/A1&tab:{J/A+A/611/A1/spectrum}&key:source=J/A+A/611/A1&HTTPPRM:&&-ref=VIZ5fc9612912c2&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambda&lambda=1390 .. 1810&-out=SSI&-out=e_SSI&-file=-sort&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/611/A1/spectrum
#-source=J/A+A/611/A1/spectrum
#-out=lambda
#lambda=1390 .. 1810
#-out=SSI
#-out=e_SSI
#

#RESOURCE=yCat_36110001
#Name: J/A+A/611/A1
#Title: SOLAR/SOLSPEC Spectral Irradiance - 0.5-3000nm (Meftah+, 2018)
#Table	J_A_A_611_A1_spectrum:
#Name: J/A+A/611/A1/spectrum
#Title: *SOLAR-ISS spectrum, Version: 1.1, Date: 18-October-2017
#Column	lambda	(F13.8)	Wavelength	[ucd=em.wl]
#Column	SSI	(F11.8)	? Solar spectral irradiance	[ucd=spect.index]
#Column	e_SSI	(F11.8)	? Uncertainty on SSI (k=1)	[ucd=stat.error]
lambda	SSI	e_SSI
1504.30000000	 0.27501119	 0.55573280
1504.35000000	 0.27395280	 0.55505706
1504.40000000	 0.27289441	 0.55438132
1504.45000000	 0.27196540	 0.55370558
1504.50000000	 0.27144605	 0.55302985
1504.55000000	 0.27092671	 0.55235411
1504.60000000	 0.27040737	 0.55167837
1504.65000000	 0.26988802	 0.55100263
1504.70000000	 0.26965858	 0.55032689
1504.75000000	 0.26954076	 0.54965116
1504.80000000	 0.26942294	 0.54897542
1504.85000000	 0.26930512	 0.54829968
1504.90000000	 0.26924623	 0.54762394
1504.95000000	 0.26945574	 0.54694820
1505.00000000	 0.26966525	 0.54627246
1505.05000000	 0.26987477	 0.54559673
1505.10000000	 0.27008428	 0.54492099
1505.15000000	 0.27056930	 0.54424525
1505.20000000	 0.27119498	 0.54356951
1505.25000000	 0.27182066	 0.54289377
1505.30000000	 0.27244634	 0.54221804
1505.35000000	 0.27306009	 0.54154230
1505.40000000	 0.27358634	 0.54086656
1505.45000000	 0.27411259	 0.54019082
1505.50000000	 0.27463884	 0.53951508
1505.55000000	 0.27516509	 0.53883934
1505.60000000	 0.27574738	 0.53816361
1505.65000000	 0.27637026	 0.53748787
1505.70000000	 0.27699314	 0.53681213
1505.75000000	 0.27761601	 0.53613639
1505.80000000	 0.27826584	 0.53546065
1505.85000000	 0.27933795	 0.53478492
1505.90000000	 0.28041005	 0.53410918
1505.95000000	 0.28148216	 0.53343344
1506.00000000	 0.28255426	 0.53275770
1506.05000000	 0.28345333	 0.53208196
1506.10000000	 0.28419266	 0.53140623
1506.15000000	 0.28493199	 0.53073049
1506.20000000	 0.28567133	 0.53005475
1506.25000000	 0.28641066	 0.52937901
1506.30000000	 0.28703639	 0.52870327
1506.35000000	 0.28765980	 0.52802753
1506.40000000	 0.28828322	 0.52735180
1506.45000000	 0.28890663	 0.52667606
1506.50000000	 0.28945219	 0.52600032
1506.55000000	 0.28989865	 0.52532458
1506.60000000	 0.29034512	 0.52520800
1506.65000000	 0.29079159	 0.52538203
1506.70000000	 0.29123806	 0.52555607
1506.75000000	 0.29145557	 0.52573010
1506.80000000	 0.29164765	 0.52590414
1506.85000000	 0.29183973	 0.52607817
1506.90000000	 0.29203181	 0.52625221
1506.95000000	 0.29224029	 0.52642624
1507.00000000	 0.29247791	 0.52660028
1507.05000000	 0.29271554	 0.52677431
1507.10000000	 0.29295316	 0.52694835
1507.15000000	 0.29319079	 0.52712238
1507.20000000	 0.29319458	 0.52729642
1507.25000000	 0.29314635	 0.52747046
1507.30000000	 0.29309812	 0.52764449
1507.35000000	 0.29304989	 0.52781853
1507.40000000	 0.29298261	 0.52799256
1507.45000000	 0.29286633	 0.52816660
1507.50000000	 0.29275006	 0.52834063
1507.55000000	 0.29263379	 0.52851467
1507.60000000	 0.29251751	 0.52868870
1507.65000000	 0.29220735	 0.52886274
1507.70000000	 0.29182907	 0.52903677
1507.75000000	 0.29145079	 0.52921081
1507.80000000	 0.29107250	 0.52938484
1507.85000000	 0.29065967	 0.52955888
1507.90000000	 0.29009156	 0.52973292
1507.95000000	 0.28952345	 0.52990695
1508.00000000	 0.28895533	 0.53008099
1508.05000000	 0.28838722	 0.53025502
1508.10000000	 0.28787099	 0.53042906
1508.15000000	 0.28738396	 0.53060309
1508.20000000	 0.28689692	 0.53077713
1508.25000000	 0.28640988	 0.53095116
1508.30000000	 0.28594374	 0.53112520
1508.35000000	 0.28571798	 0.53129923
1508.40000000	 0.28549222	 0.53147327
1508.45000000	 0.28526646	 0.53164731
1508.50000000	 0.28504070	 0.53182134
1508.55000000	 0.28500707	 0.53199538
1508.60000000	 0.28513579	 0.53216941
1508.65000000	 0.28526450	 0.53234345
1508.70000000	 0.28539322	 0.53251748
1508.75000000	 0.28552194	 0.53269152
1508.80000000	 0.28598327	 0.53286555
1508.85000000	 0.28645139	 0.53303959
1508.90000000	 0.28691951	 0.53321362
1508.95000000	 0.28738763	 0.53338766
1509.00000000	 0.28789416	 0.53356169
1509.05000000	 0.28844957	 0.53373573
1509.10000000	 0.28900499	 0.53390977
1509.15000000	 0.28956040	 0.53408380
1509.20000000	 0.29011582	 0.53425784
1509.25000000	 0.29056921	 0.53443187
1509.30000000	 0.29100843	 0.53460591
1509.35000000	 0.29144765	 0.53477994
1509.40000000	 0.29188687	 0.53495398
1509.45000000	 0.29229388	 0.53512801
1509.50000000	 0.29263242	 0.53530205
1509.55000000	 0.29297097	 0.53547608
1509.60000000	 0.29330951	 0.53565012
1509.65000000	 0.29364806	 0.53582415
1509.70000000	 0.29376110	 0.53599819
1509.75000000	 0.29380294	 0.53617223
1509.80000000	 0.29384478	 0.53634626
1509.85000000	 0.29388662	 0.53652030
1509.90000000	 0.29391860	 0.53669433
1509.95000000	 0.29391116	 0.53686837
1510.00000000	 0.29390373	 0.53704240
1510.05000000	 0.29389630	 0.53721644
1510.10000000	 0.29388886	 0.53739047
1510.15000000	 0.29388346	 0.53756451
1510.20000000	 0.29387921	 0.53773854
1510.25000000	 0.29387497	 0.53791258
1510.30000000	 0.29387072	 0.53808661
1510.35000000	 0.29387136	 0.53826065
1510.40000000	 0.29392675	 0.53843469
1510.45000000	 0.29398215	 0.53860872
1510.50000000	 0.29403755	 0.53878276
1510.55000000	 0.29409295	 0.53895679
1510.60000000	 0.29413864	 0.53913553
1510.65000000	 0.29417537	 0.53944778
1510.70000000	 0.29421211	 0.53976003
1510.75000000	 0.29424884	 0.54007228
1510.80000000	 0.29428557	 0.54038454
1510.85000000	 0.29433310	 0.54069679
1510.90000000	 0.29438108	 0.54100904
1510.95000000	 0.29442906	 0.54132129
1511.00000000	 0.29447704	 0.54163354
1511.05000000	 0.29448976	 0.54194580
1511.10000000	 0.29444495	 0.54225805
1511.15000000	 0.29440014	 0.54257030
1511.20000000	 0.29435533	 0.54288255
1511.25000000	 0.29431052	 0.54319480
1511.30000000	 0.29415017	 0.54350706
1511.35000000	 0.29396446	 0.54381931
1511.40000000	 0.29377875	 0.54413156
1511.45000000	 0.29359303	 0.54444381
1511.50000000	 0.29335959	 0.54475606
1511.55000000	 0.29298890	 0.54506832
1511.60000000	 0.29261820	 0.54538057
1511.65000000	 0.29224751	 0.54569282
1511.70000000	 0.29187681	 0.54600507
1511.75000000	 0.29137900	 0.54631733
1511.80000000	 0.29082192	 0.54662958
1511.85000000	 0.29026485	 0.54694183
1511.90000000	 0.28970777	 0.54725408
1511.95000000	 0.28916673	 0.54756633
1512.00000000	 0.28874335	 0.54787859
1512.05000000	 0.28831997	 0.54819084
1512.10000000	 0.28789659	 0.54850309
1512.15000000	 0.28747320	 0.54881534
1512.20000000	 0.28711490	 0.54912759
1512.25000000	 0.28681203	 0.54943985
1512.30000000	 0.28650915	 0.54975210
1512.35000000	 0.28620628	 0.55006435
1512.40000000	 0.28590341	 0.55037660
1512.45000000	 0.28593781	 0.55068886
1512.50000000	 0.28598626	 0.55100111
1512.55000000	 0.28603472	 0.55131336
1512.60000000	 0.28608317	 0.55162561
1512.65000000	 0.28614295	 0.55193786
1512.70000000	 0.28621971	 0.55225012
1512.75000000	 0.28629648	 0.55256237
1512.80000000	 0.28637324	 0.55287462
1512.85000000	 0.28645001	 0.55318687
1512.90000000	 0.28661256	 0.55349912
1512.95000000	 0.28679394	 0.55381138
1513.00000000	 0.28697533	 0.55412363
1513.05000000	 0.28715671	 0.55443588
1513.10000000	 0.28728067	 0.55474813
1513.15000000	 0.28722279	 0.55506038
1513.20000000	 0.28716491	 0.55537264
1513.25000000	 0.28710703	 0.55568489
1513.30000000	 0.28704915	 0.55599714
1513.35000000	 0.28699058	 0.55630939
1513.40000000	 0.28693165	 0.55662165
1513.45000000	 0.28687271	 0.55693390
1513.50000000	 0.28681378	 0.55724615
1513.55000000	 0.28674555	 0.55755840
1513.60000000	 0.28657038	 0.55787065
1513.65000000	 0.28639522	 0.55818291
1513.70000000	 0.28622005	 0.55849516
1513.75000000	 0.28604489	 0.55880741
1513.80000000	 0.28595732	 0.55911966
1513.85000000	 0.28595735	 0.55943191
1513.90000000	 0.28595738	 0.55974417
1513.95000000	 0.28595741	 0.56005642
1514.00000000	 0.28595745	 0.56036867
1514.05000000	 0.28599533	 0.56068092
1514.10000000	 0.28603743	 0.56099318
1514.15000000	 0.28607952	 0.56130543
1514.20000000	 0.28612161	 0.56161768
1514.25000000	 0.28621537	 0.56192993
1514.30000000	 0.28641891	 0.56224218
1514.35000000	 0.28662245	 0.56255444
1514.40000000	 0.28682599	 0.56286669
1514.45000000	 0.28702953	 0.56317894
1514.50000000	 0.28719908	 0.56349119
1514.55000000	 0.28735669	 0.56380344
1514.60000000	 0.28751430	 0.56411570
1514.65000000	 0.28767191	 0.56427559
1514.70000000	 0.28782453	 0.56423353
1514.75000000	 0.28794649	 0.56419146
1514.80000000	 0.28806844	 0.56414940
1514.85000000	 0.28819039	 0.56410734
1514.90000000	 0.28831234	 0.56406527
1514.95000000	 0.28842021	 0.56402321
1515.00000000	 0.28851701	 0.56398114
1515.05000000	 0.28861381	 0.56393908
1515.10000000	 0.28871061	 0.56389701
1515.15000000	 0.28880741	 0.56385495
1515.20000000	 0.28884214	 0.56381289
1515.25000000	 0.28887560	 0.56377082
1515.30000000	 0.28890906	 0.56372876
1515.35000000	 0.28894252	 0.56368669
1515.40000000	 0.28892242	 0.56364463
1515.45000000	 0.28881494	 0.56360257
1515.50000000	 0.28870745	 0.56356050
1515.55000000	 0.28859996	 0.56351844
1515.60000000	 0.28849247	 0.56347637
1515.65000000	 0.28837691	 0.56343431
1515.70000000	 0.28825907	 0.56339225
1515.75000000	 0.28814123	 0.56335018
1515.80000000	 0.28802339	 0.56330812
1515.85000000	 0.28787255	 0.56326605
1515.90000000	 0.28757341	 0.56322399
1515.95000000	 0.28727427	 0.56318192
1516.00000000	 0.28697513	 0.56313986
1516.05000000	 0.28667599	 0.56309780
1516.10000000	 0.28644518	 0.56305573
1516.15000000	 0.28625954	 0.56301367
1516.20000000	 0.28607391	 0.56297160
1516.25000000	 0.28588827	 0.56292954
1516.30000000	 0.28570264	 0.56288748
1516.35000000	 0.28550789	 0.56284541
1516.40000000	 0.28531314	 0.56280335
1516.45000000	 0.28511840	 0.56276128
1516.50000000	 0.28492365	 0.56271922
1516.55000000	 0.28482044	 0.56267715
1516.60000000	 0.28485456	 0.56263509
1516.65000000	 0.28488867	 0.56259303
1516.70000000	 0.28492278	 0.56255096
1516.75000000	 0.28495689	 0.56250890
1516.80000000	 0.28500161	 0.56246683
1516.85000000	 0.28504897	 0.56242477
1516.90000000	 0.28509633	 0.56238271
1516.95000000	 0.28514369	 0.56234064
1517.00000000	 0.28524313	 0.56229858
1517.05000000	 0.28555087	 0.56225651
1517.10000000	 0.28585861	 0.56221445
1517.15000000	 0.28616636	 0.56217238
1517.20000000	 0.28647410	 0.56213032
1517.25000000	 0.28670162	 0.56208826
1517.30000000	 0.28687565	 0.56204619
1517.35000000	 0.28704969	 0.56200413
1517.40000000	 0.28722373	 0.56196206
1517.45000000	 0.28739777	 0.56192000
1517.50000000	 0.28767580	 0.56187794
1517.55000000	 0.28795596	 0.56183587
1517.60000000	 0.28823612	 0.56179381
1517.65000000	 0.28851628	 0.56175174
1517.70000000	 0.28872850	 0.56170968
1517.75000000	 0.28882988	 0.56166761
1517.80000000	 0.28893126	 0.56162555
1517.85000000	 0.28903264	 0.56158349
1517.90000000	 0.28913402	 0.56154142
1517.95000000	 0.28913378	 0.56149936
1518.00000000	 0.28910489	 0.56145729
1518.05000000	 0.28907599	 0.56141523
1518.10000000	 0.28904710	 0.56137317
1518.15000000	 0.28898132	 0.56133110
1518.20000000	 0.28872193	 0.56128904
1518.25000000	 0.28846253	 0.56124697
1518.30000000	 0.28820313	 0.56120491
1518.35000000	 0.28794374	 0.56116284
1518.40000000	 0.28768757	 0.56112078
1518.45000000	 0.28743392	 0.56107872
1518.50000000	 0.28718028	 0.56103665
1518.55000000	 0.28692663	 0.56099459
1518.60000000	 0.28667298	 0.56095252
1518.65000000	 0.28644885	 0.56091046
1518.70000000	 0.28622661	 0.56092184
1518.75000000	 0.28600436	 0.56094265
1518.80000000	 0.28578212	 0.56096346
1518.85000000	 0.28561794	 0.56098427
1518.90000000	 0.28556645	 0.56100508
1518.95000000	 0.28551497	 0.56102589
1519.00000000	 0.28546349	 0.56104670
1519.05000000	 0.28541201	 0.56106752
1519.10000000	 0.28547253	 0.56108833
1519.15000000	 0.28557661	 0.56110914
1519.20000000	 0.28568068	 0.56112995
1519.25000000	 0.28578476	 0.56115076
1519.30000000	 0.28589792	 0.56117157
1519.35000000	 0.28609285	 0.56119238
1519.40000000	 0.28628778	 0.56121319
1519.45000000	 0.28648271	 0.56123400
1519.50000000	 0.28667764	 0.56125481
1519.55000000	 0.28683277	 0.56127562
1519.60000000	 0.28694478	 0.56129643
1519.65000000	 0.28705680	 0.56131725
1519.70000000	 0.28716881	 0.56133806
1519.75000000	 0.28728083	 0.56135887
1519.80000000	 0.28739410	 0.56137968
1519.85000000	 0.28750757	 0.56140049
1519.90000000	 0.28762105	 0.56142130
1519.95000000	 0.28773452	 0.56144211
1520.00000000	 0.28778776	 0.56146292
1520.05000000	 0.28765023	 0.56148373
1520.10000000	 0.28751271	 0.56150454
1520.15000000	 0.28737519	 0.56152535
1520.20000000	 0.28723766	 0.56154617
1520.25000000	 0.28690404	 0.56156698
1520.30000000	 0.28645023	 0.56158779
1520.35000000	 0.28599642	 0.56160860
1520.40000000	 0.28554261	 0.56162941
1520.45000000	 0.28508880	 0.56165022
1520.50000000	 0.28475851	 0.56167103
1520.55000000	 0.28442823	 0.56169184
1520.60000000	 0.28409795	 0.56171265
1520.65000000	 0.28376766	 0.56173346
1520.70000000	 0.28342450	 0.56175427
1520.75000000	 0.28306033	 0.56177508
1520.80000000	 0.28269616	 0.56179590
1520.85000000	 0.28233198	 0.56181671
1520.90000000	 0.28196781	 0.56183752
1520.95000000	 0.28181613	 0.56185833
1521.00000000	 0.28173156	 0.56187914
1521.05000000	 0.28164698	 0.56189995
1521.10000000	 0.28156241	 0.56192076
1521.15000000	 0.28148380	 0.56194157
1521.20000000	 0.28144889	 0.56196238
1521.25000000	 0.28141399	 0.56198319
1521.30000000	 0.28137908	 0.56200400
1521.35000000	 0.28134418	 0.56202482
1521.40000000	 0.28129685	 0.56204563
1521.45000000	 0.28123711	 0.56206644
1521.50000000	 0.28117737	 0.56208725
1521.55000000	 0.28111763	 0.56210806
1521.60000000	 0.28105789	 0.56212887
1521.65000000	 0.28094381	 0.56214968
1521.70000000	 0.28082075	 0.56217049
1521.75000000	 0.28069769	 0.56219130
1521.80000000	 0.28057462	 0.56221211
1521.85000000	 0.28047445	 0.56223292
1521.90000000	 0.28044677	 0.56225373
1521.95000000	 0.28041910	 0.56227455
1522.00000000	 0.28039142	 0.56229536
1522.05000000	 0.28036374	 0.56231617
1522.10000000	 0.28034473	 0.56233698
1522.15000000	 0.28033144	 0.56235779
1522.20000000	 0.28031816	 0.56237860
1522.25000000	 0.28030488	 0.56239941
1522.30000000	 0.28029159	 0.56242022
1522.35000000	 0.28037548	 0.56244103
1522.40000000	 0.28046343	 0.56246184
1522.45000000	 0.28055137	 0.56248265
1522.50000000	 0.28063931	 0.56250346
1522.55000000	 0.28080276	 0.56252428
1522.60000000	 0.28112815	 0.56254509
1522.65000000	 0.28145354	 0.56256590
1522.70000000	 0.28177894	 0.56256104
1522.75000000	 0.28210433	 0.56249453
1522.80000000	 0.28234628	 0.56242802
1522.85000000	 0.28255247	 0.56236151
1522.90000000	 0.28275866	 0.56229500
1522.95000000	 0.28296485	 0.56222849
1523.00000000	 0.28317127	 0.56216198
1523.05000000	 0.28338123	 0.56209548
1523.10000000	 0.28359118	 0.56202897
1523.15000000	 0.28380114	 0.56196246
1523.20000000	 0.28401109	 0.56189595
1523.25000000	 0.28412098	 0.56182944
1523.30000000	 0.28409268	 0.56176293
1523.35000000	 0.28406438	 0.56169642
1523.40000000	 0.28403608	 0.56162991
1523.45000000	 0.28400778	 0.56156341
1523.50000000	 0.28400703	 0.56149690
1523.55000000	 0.28401414	 0.56143039
1523.60000000	 0.28402125	 0.56136388
1523.65000000	 0.28402836	 0.56129737
1523.70000000	 0.28403262	 0.56123086
1523.75000000	 0.28401936	 0.56116435
1523.80000000	 0.28400610	 0.56109785
1523.85000000	 0.28399283	 0.56103134
1523.90000000	 0.28397957	 0.56096483
1523.95000000	 0.28383740	 0.56089832
1524.00000000	 0.28355556	 0.56083181
1524.05000000	 0.28327372	 0.56076530
1524.10000000	 0.28299188	 0.56069879
1524.15000000	 0.28271004	 0.56063228
1524.20000000	 0.28246251	 0.56056578
1524.25000000	 0.28222152	 0.56049927
1524.30000000	 0.28198052	 0.56043276
1524.35000000	 0.28173953	 0.56036625
1524.40000000	 0.28147435	 0.56029974
1524.45000000	 0.28111244	 0.56023323
1524.50000000	 0.28075053	 0.56016672
1524.55000000	 0.28038861	 0.56010022
1524.60000000	 0.28002670	 0.56003371
1524.65000000	 0.27980209	 0.55996720
1524.70000000	 0.27969445	 0.55990069
1524.75000000	 0.27958680	 0.55983418
1524.80000000	 0.27947916	 0.55976767
1524.85000000	 0.27937152	 0.55970116
1524.90000000	 0.27942127	 0.55963465
1524.95000000	 0.27948852	 0.55956815
1525.00000000	 0.27955576	 0.55950164
1525.05000000	 0.27962301	 0.55943513
1525.10000000	 0.27977745	 0.55936862
1525.15000000	 0.28020802	 0.55930211
1525.20000000	 0.28063859	 0.55923560
1525.25000000	 0.28106916	 0.55916909
1525.30000000	 0.28149973	 0.55910259
1525.35000000	 0.28190873	 0.55903608
1525.40000000	 0.28230347	 0.55896957
1525.45000000	 0.28269820	 0.55890306
1525.50000000	 0.28309294	 0.55883655
1525.55000000	 0.28348768	 0.55877004
1525.60000000	 0.28391257	 0.55870353
1525.65000000	 0.28433939	 0.55863702
1525.70000000	 0.28476621	 0.55857052
1525.75000000	 0.28519303	 0.55850401
1525.80000000	 0.28549390	 0.55843750
1525.85000000	 0.28547088	 0.55837099
1525.90000000	 0.28544787	 0.55830448
1525.95000000	 0.28542485	 0.55823797
1526.00000000	 0.28540184	 0.55817146
1526.05000000	 0.28529654	 0.55810495
1526.10000000	 0.28514081	 0.55803845
1526.15000000	 0.28498507	 0.55797194
1526.20000000	 0.28482934	 0.55790543
1526.25000000	 0.28467361	 0.55783892
1526.30000000	 0.28447906	 0.55777241
1526.35000000	 0.28428290	 0.55770590
1526.40000000	 0.28408673	 0.55763939
1526.45000000	 0.28389057	 0.55757289
1526.50000000	 0.28372513	 0.55750638
1526.55000000	 0.28362500	 0.55743987
1526.60000000	 0.28352487	 0.55737336
1526.65000000	 0.28342474	 0.55730685
1526.70000000	 0.28332460	 0.55724034
1526.75000000	 0.28326574	 0.55712886
1526.80000000	 0.28323010	 0.55700317
1526.85000000	 0.28319445	 0.55687748
1526.90000000	 0.28315880	 0.55675180
1526.95000000	 0.28312316	 0.55662611
1527.00000000	 0.28323890	 0.55650042
1527.05000000	 0.28335773	 0.55637473
1527.10000000	 0.28347656	 0.55624905
1527.15000000	 0.28359539	 0.55612336
1527.20000000	 0.28371522	 0.55599767
1527.25000000	 0.28383715	 0.55587199
1527.30000000	 0.28395908	 0.55574630
1527.35000000	 0.28408102	 0.55562061
1527.40000000	 0.28420295	 0.55549492
1527.45000000	 0.28431077	 0.55536924
1527.50000000	 0.28441131	 0.55524355
1527.55000000	 0.28451186	 0.55511786
1527.60000000	 0.28461241	 0.55499217
1527.65000000	 0.28471295	 0.55486649
1527.70000000	 0.28470969	 0.55474080
1527.75000000	 0.28470431	 0.55461511
1527.80000000	 0.28469893	 0.55448943
1527.85000000	 0.28469354	 0.55436374
1527.90000000	 0.28466380	 0.55423805
1527.95000000	 0.28458230	 0.55411236
1528.00000000	 0.28450080	 0.55398668
1528.05000000	 0.28441930	 0.55386099
1528.10000000	 0.28433779	 0.55373530
1528.15000000	 0.28424208	 0.55360962
1528.20000000	 0.28413912	 0.55348393
1528.25000000	 0.28403616	 0.55335824
1528.30000000	 0.28393320	 0.55323255
1528.35000000	 0.28383023	 0.55310687
1528.40000000	 0.28371645	 0.55298118
1528.45000000	 0.28360244	 0.55285549
1528.50000000	 0.28348844	 0.55272980
1528.55000000	 0.28337443	 0.55260412
1528.60000000	 0.28325596	 0.55247843
1528.65000000	 0.28312799	 0.55235274
1528.70000000	 0.28300002	 0.55222706
1528.75000000	 0.28287205	 0.55210137
1528.80000000	 0.28274408	 0.55197568
1528.85000000	 0.28242192	 0.55184999
1528.90000000	 0.28199053	 0.55172431
1528.95000000	 0.28155914	 0.55159862
1529.00000000	 0.28112776	 0.55147293
1529.05000000	 0.28069637	 0.55134725
1529.10000000	 0.28000285	 0.55122156
1529.15000000	 0.27929842	 0.55109587
1529.20000000	 0.27859398	 0.55097018
1529.25000000	 0.27788954	 0.55084450
1529.30000000	 0.27713605	 0.55071881
1529.35000000	 0.27625642	 0.55059312
1529.40000000	 0.27537680	 0.55046743
1529.45000000	 0.27449717	 0.55034175
1529.50000000	 0.27361754	 0.55021606
1529.55000000	 0.27281720	 0.55009037
1529.60000000	 0.27206972	 0.54996469
1529.65000000	 0.27132224	 0.54983900
1529.70000000	 0.27057476	 0.54971331
1529.75000000	 0.26982727	 0.54958762
1529.80000000	 0.26947288	 0.54946194
1529.85000000	 0.26915266	 0.54933625
1529.90000000	 0.26883245	 0.54921056
1529.95000000	 0.26851223	 0.54908488
1530.00000000	 0.26832392	 0.54895919
1530.05000000	 0.26855332	 0.54883350
1530.10000000	 0.26878272	 0.54870781
1530.15000000	 0.26901212	 0.54858213
1530.20000000	 0.26924151	 0.54845644
1530.25000000	 0.26971078	 0.54833075
1530.30000000	 0.27036852	 0.54820506
1530.35000000	 0.27102626	 0.54807938
1530.40000000	 0.27168401	 0.54795369
1530.45000000	 0.27234175	 0.54782800
1530.50000000	 0.27315216	 0.54770232
1530.55000000	 0.27398380	 0.54757663
1530.60000000	 0.27481543	 0.54745094
1530.65000000	 0.27564706	 0.54732525
1530.70000000	 0.27646045	 0.54719957
1530.75000000	 0.27720177	 0.54712742
1530.80000000	 0.27794309	 0.54721762
1530.85000000	 0.27868442	 0.54730782
1530.90000000	 0.27942574	 0.54739802
1530.95000000	 0.27998288	 0.54748822
1531.00000000	 0.28035584	 0.54757842
1531.05000000	 0.28072881	 0.54766863
1531.10000000	 0.28110177	 0.54775883
1531.15000000	 0.28147473	 0.54784903
1531.20000000	 0.28163628	 0.54793923
1531.25000000	 0.28175079	 0.54802943
1531.30000000	 0.28186530	 0.54811963
1531.35000000	 0.28197981	 0.54820983
1531.40000000	 0.28207786	 0.54830003
1531.45000000	 0.28205519	 0.54839023
1531.50000000	 0.28203252	 0.54848043
1531.55000000	 0.28200985	 0.54857063
1531.60000000	 0.28198717	 0.54866084
1531.65000000	 0.28190980	 0.54875104
1531.70000000	 0.28176223	 0.54884124
1531.75000000	 0.28161465	 0.54893144
1531.80000000	 0.28146708	 0.54902164
1531.85000000	 0.28131951	 0.54911184
1531.90000000	 0.28114130	 0.54920204
1531.95000000	 0.28095232	 0.54929224
1532.00000000	 0.28076335	 0.54938244
1532.05000000	 0.28057437	 0.54947264
1532.10000000	 0.28038653	 0.54956284
1532.15000000	 0.28021644	 0.54965305
